artist_name,soundcharts_uuid
SkyLar Blatt,67b67cc4-c3ca-11e8-802d-525400009efb
Childlike CiCi,dd7d6aff-19fa-472a-bb30-b21d5f910fdf
Carolin Féron,d295a0d9-445a-4b03-9a10-2e948846cae6
Arya,fd40d4b4-2b5e-4966-ad6b-91f3c61356bd
atsuover,c22fbcdb-d14c-4ec7-ad0d-80f9f4b46517
Mabiland,11e83fee-401f-8148-8532-aa1c026db3d8
Sofie Royer,11e81bbe-8290-8166-b003-a0369fe50396
Regula,11e81bba-ca1f-7fc2-aebc-a0369fe50396
Rhode,16104de4-5409-11e9-a407-801844edfa71
Awkwafina,11e81bc0-6de4-6aaa-a41d-a0369fe50396
Nayana Iz,b66d0452-05cc-11e9-949e-549f35161576
Maiya The Don,e2eaee4b-b8c8-4b50-b5e0-36d6593e480b
Hispana,11e83fe2-e596-0270-a67e-aa1c026db3d8
Vinida Weng,370ea506-e4b8-11e8-9bda-549f35141000
Supahbadd,6e0c79f6-313f-11e9-bbc5-549f35141000
Meddy,11e83fe0-2027-b1ca-88f1-aa1c026db3d8
Say Mo,bac10206-6b25-11e9-b0a8-801844edfa71
Sisi,cadd8e58-ec34-42ec-b119-dc1258f247d7
Eevee,11e81bbe-5555-ca30-8264-a0369fe50396
Drik Barbosa,11e81bc8-d283-b710-8989-a0369fe50396
Catherine Larsen-Maguire,11e81bcc-d33f-631c-916e-a0369fe50396
Mindy Chuang,8d42087a-487e-11ea-a8ff-e4434b2a4898
Norykko,11e81bcc-9778-3174-8f3c-a0369fe50396
Taleesa,11e81bcd-5a35-ab1a-8c8a-a0369fe50396
Bushibabe,1130224e-d255-11e8-8e19-549f35141000
Khtek,3e85ecc9-cd95-4a40-a5f7-836a2b9cab7e
Angelique Cabral,51980687-b8b6-4b37-802b-ba5aa4f939d0
Dizzy Dizzo,11e83fe2-a422-13d8-b0ad-aa1c026db3d8
DJ Max Star,11e83fe3-525e-35bc-ae60-a0369fe50396
Rebecca Mardal,80f7cca4-6e58-11e9-96d8-549f35161576
月村手毬,b63ca8b7-0917-45f8-84c6-b6fb0df723a1
zombAe,9a14fc65-2ced-4a08-9aa1-a4b80ca32039
Renni Rucci,50a768ae-b8da-11e8-895b-525400009efb
Trinere,11e81bbb-5ac5-82f6-8707-a0369fe50396
susan,8913f8ca-caff-4f90-ac75-8547698b7acd
TeaMarrr,cdd4f47c-b8d0-11e8-b40d-525400009efb
Connie,11e81bbf-cac3-a71e-829a-a0369fe50396
Yung Miami,5d795eae-a965-4368-a012-3203737f06fa
Miss Bolivia,11e81bd2-b198-5da8-9443-a0369fe50396
Lee Eye,4cba1e76-b330-11e8-a2a7-525400009efb
DJ Madam Julie,d3c5f5ec-d8d9-11e8-b8a6-549f35141000
La Materialista,11e81bbf-0d0b-ca94-a23b-a0369fe50396
7,e73f7327-f120-4359-ade8-5c903cdbe420
Renee,8594dc22-14cd-11ea-9430-549f35161576
Dayana,11e83fe1-1ef7-43e6-9200-aa1c026db3d8
MEL,bf8be71c-51f1-11e9-9db8-549f35141000
ROTE MÜTZE RAPHI,2f5aeb32-43bf-11ea-97b4-549f35141000
Shea Diamond,11e81bcd-0723-1f8e-b565-a0369fe50396
Ivorian Doll,83bb9dd2-dc47-11e9-8ea8-801844edfa71
Domo Wilson,11e83fed-1a08-8b2c-8d12-a0369fe50396
Kyla,11e81bc6-f264-69dc-aca8-a0369fe50396
Bárbara Grando,f8266e30-3849-4542-87e7-9631fbae34f3
Lady London,f7841b17-d976-4527-9ab8-040ba584d131
LKN,11e81bcd-0783-78d4-a8d7-a0369fe50396
Tichina Arnold,11e81bca-e947-f888-bb2f-a0369fe50396
Martirio,11e81bd0-eeb1-3f4a-955f-a0369fe50396
Millie B,6fb61b50-e47f-4d76-a363-a82fc8c4cbc3
Helen Keeling-Marston,7ac8e8cd-8655-43f7-9af3-ce08058e83c2
Charly Gynn,362e81c2-73b2-11e9-8868-549f35161576
Hannah V,11e81bbf-83da-20ee-a11c-a0369fe50396
Musti,11e81bcd-567a-eefe-aaac-a0369fe50396
Myaap,dfd86291-41c4-49f2-86a8-4d5e98199a31
Sogand,11e83fe1-0dc2-6902-9a70-a0369fe50396
Lapili,11e88aaa-1c89-7b2e-90eb-c81f66c9b203
cr1tter,f027a9c5-5dde-4849-8ace-e1c2c4562963
OG LU,5dabfff8-a83f-4678-bcd3-6205df3eaa81
BABYJOY,50a7ef30-9ff8-11e9-b608-801844edfa71
Marysia Starosta,11e81bbc-f92a-e962-8d7b-a0369fe50396
tiLLie,11e81bc1-460d-03ce-b162-a0369fe50396
Sara Jo,ac12d280-1f02-11e9-83b3-549f35141000
Flau'jae,d44a67c8-c650-11e8-824a-549f35141000
Yugen Blakrok,11e81bd0-7157-97b0-a8a3-a0369fe50396
Stacy N.K.R,e3175134-60eb-425c-be9f-b49d76347d03
Margherita Vicario,11e81bc0-9eef-71bc-b462-a0369fe50396
VaVa,11e83fdf-af4a-dd42-b035-a0369fe50396
Tassia Reis,11e81bc9-ec69-6336-9d08-a0369fe50396
Bell Angel,462b0517-9bce-41f0-9618-d01a4642b31d
Kari Faux,11e81bbf-2b4a-bb28-8f37-a0369fe50396
Famke Louise,11e83fed-660c-358c-abfd-aa1c026db3d8
Eva Mattes,11e81bd2-6b7b-8c78-8edf-a0369fe50396
Shawnna,11e81bc8-56d7-1882-a2bf-a0369fe50396
TDJ,11e83fe7-342f-8146-9b5e-aa1c026db3d8
Daisha McBride,11e83fea-a28e-a3d0-abed-aa1c026db3d8
Yenlik,b32f908a-31ae-4ab5-ae2f-3592627e8fd8
Dank Demoss,f7e8349f-b408-4bfb-8706-fbbace9d3040
Nanu,60d7fe8c-12b5-4d7e-aafa-9742f67ec5db
Stush,11e81bbc-e646-a5fc-9587-a0369fe50396
atlas,11e83fec-7798-f034-9fce-a0369fe50396
Bïa,11e81bba-c94d-16c2-b8da-a0369fe50396
Monie Love,11e81bcd-0731-23ae-9564-a0369fe50396
Nara,13252153-ef72-477b-bd1e-d4c4970ee860
Jvcki Wai,11e83fe9-c119-9428-b054-aa1c026db3d8
Blimes,11e83fee-89d7-ee06-92a4-aa1c026db3d8
Anna Simonetta,7cdbceb8-1e84-11ea-a6a1-801844edfa71
Lil Bo Weep,11e81bc0-72f3-e7f0-ab4a-a0369fe50396
Mariska,11e81bba-48f3-edde-b5b0-a0369fe50396
ODD MAMI,3eeb773e-a567-11e9-824d-549f35141000
Spirit,11e81bbc-e6c6-6454-8d26-a0369fe50396
Demy,11e81bc8-a7f1-6ede-99f5-a0369fe50396
Vela,11e81bbd-edf8-2b80-bafc-a0369fe50396
Wa22ermann,50e77b54-af95-4465-bbc0-af38499b0652
MFS,726bb005-0953-4960-9ee8-e36583d17f12
SINCE,b0e77789-b2d9-4696-bbe3-3fd09c59c2a2
Flor De Rap,46090cf8-c335-11e8-8340-525400009efb
Teven,75b202e6-9aae-401b-86a2-1c149edc665a
DEMONDICE,8fe7fb46-3d96-11e9-ae18-549f35141000
Mariybu,0cee7df2-1719-4041-a90b-8e8de98ec209
Rubio,11e81bca-a14e-7cbe-a36a-a0369fe50396
Gangsta Boo,11e81bc3-6848-1454-a642-a0369fe50396
Maxida Märak,11e81bbf-9b00-be9a-bbad-a0369fe50396
Loir,62c78b1c-6c3f-477a-aa94-0434d7671bd2
Pau Mueller,74bfa2fb-4b2a-4a09-9e64-b90fca8cf007
LAYZ,7e1385ee-8db2-11ea-8f6d-549f35141000
Haiyti,11e81bc7-9241-7ce2-a5d8-a0369fe50396
Antifuchs,11e81bbb-a9c3-c66a-ae36-a0369fe50396
HITOMIN,f78f8b38-9fde-11e9-a217-549f35161576
Asenssia,6bee3026-d534-11e9-b34e-801844ee83a6
Kay Young,11e83fec-45eb-fa5e-b555-aa1c026db3d8
Angie Martinez,11e81bd0-8408-e756-8d1f-a0369fe50396
Mihályfi Luca,62dc4003-b069-4afb-a270-eb61ff34f885
CUZZOS,6e5b4534-ab78-44d6-b3d5-895f97391041
Bivolt,11e83fec-f0d0-f334-be93-aa1c026db3d8
Lois,11e81bc8-b3b5-7346-a526-a0369fe50396
Arianna Puello,11e81bbb-4b9b-8da2-8e08-a0369fe50396
Ann Hildering,f9d358f4-848f-427a-8905-1b6fd216b83c
MIYA,e787fd84-c315-11e8-b97f-525400009efb
Miss Ko,11e83fe1-e1a6-4806-a3b8-a0369fe50396
Shalom Margaret,b4080bae-75b3-471d-90a0-8bc8f88526b7
AYA A.K.A PANDA,d4e34e3c-70c5-11e9-9905-549f35161576
Joy Salinas,11e81bbd-2bc0-f3bc-8701-a0369fe50396
Bel Cobain,d1127b60-316a-11e9-8ce8-549f35141000
Bri Steves,11e88ac4-667d-1974-8619-c81f66c9b203
Chidinma,11e81bc7-079d-5aac-9ddf-a0369fe50396
Jup do Bairro,8fa6282c-93e2-11e9-9625-549f35161576
Stacy Epps,11e81bd1-2d93-0c66-8568-a0369fe50396
Sara Haytham,92a5aa00-7660-4009-8249-85663a88faa4
Hamzaa,11e88aba-4413-b32a-84b3-c81f66c9b203
Gemini,11e81bbd-58b5-369e-bca7-a0369fe50396
Charli Baltimore,11e81bc7-22cc-c18c-9155-a0369fe50396
Monika Kociołek,ab5f641e-3436-412b-b6f6-53fa829909b5
Queen Pen,11e81bc8-db0d-8a00-b2ef-a0369fe50396
Leona Boyd,54ceae9e-545a-47dc-862f-3dcc8c524dec
Soui Uno,d36d0eff-3752-4de3-913f-b636f51297b8
Tiiu,11e83fe1-ff0e-38a4-84cb-a0369fe50396
Eliza Legzdina,76cdbae0-7cd6-11e9-8805-00163ec5a2fb
Jayati Chakraborty,3dad52ee-c196-11e8-94b4-525400009efb
Kumba,11e83fe1-5aa8-464c-802f-aa1c026db3d8
Indiana,11e81bbb-f890-4dd6-bd0d-a0369fe50396
Pauline,0b66f224-d22a-43d1-bcf0-720decd5d084
Happie,04b57e50-40d1-4ee2-98c2-5c5988bb5d9e
Connie Diiamond,d4e5b2c2-c471-11e8-9e56-525400009efb
PJ,11e81bbd-e9d4-da58-bcee-a0369fe50396
Justina Valentine,11e81bce-6127-9a68-b9c1-a0369fe50396
Jucee Froot,11e83fee-c6f9-226e-bc5c-a0369fe50396
June Marieezy,11e81bbe-c40b-bdea-8686-a0369fe50396
Payday,b213e328-c434-11e8-862e-525400009efb
Adeva,11e81bbd-2603-df8e-ab4d-a0369fe50396
Sharlota,11e83fe4-a0ef-eb5c-954f-aa1c026db3d8
Wynne,46fd0e2a-207d-11e9-b95a-549f35141000
Luê,11e81bcc-9966-b956-b20d-a0369fe50396
後藤邑子,11e81bbc-a79b-55f0-99ac-a0369fe50396
Dione,01e5bb9a-f3cd-4121-8358-bb2ae99cb894
Adrey,31458bcc-6cb2-4bf7-a37c-1ffdb512f96a
Karlae,a89330ba-05ca-11e9-8977-549f35161576
Junglepussy,11e81bbe-3f77-49b4-9982-a0369fe50396
Melis Karaduman,d0d29e50-ad68-4d58-ba63-cf63845c8ea2
Lorenzza,619fa92b-a3fc-4729-aee6-0cf52431c9ef
Dalia Stasevska,8f0d4489-3938-49aa-a1df-2ca8f4ab3a6e
Yana Couto,008b3eac-0ff9-4c3f-90e6-354bb9834113
Skeamer,11e86365-c468-4738-bc68-a0369fe50396
Angie Velasco,2b544b44-b6db-4336-a1b1-3e1d61ab3816
KANIS,823275f6-05f3-11e9-a5f8-549f35161576
Reverie,11e81bbc-128e-2726-826f-a0369fe50396
Kariya,11e81bcd-d2ba-9438-9672-a0369fe50396
Tiara Thomas,11e81bbf-a0c1-5bbe-91ba-a0369fe50396
MIMAA,3dce6436-1476-4f29-bc7c-80fd9bc745f8
Zizi Kirana,11e83fec-ec2e-ba8c-8999-a0369fe50396
Akua Naru,11e81bca-08c7-4b2e-8e96-a0369fe50396
softboiledegg,60f51a0e-eeb8-40e8-80ae-6c8de85c2970
Tindra Rosenlind,7e68b3d4-75c5-409b-b3c5-e3e474e2dc27
Vilma Alina,11e81bc7-ab57-97e8-8fba-a0369fe50396
Faenna,2e97b0b7-2b64-4d58-a463-f8aec33c875c
Kaiit,11e83feb-ff6a-1a34-9160-a0369fe50396
Denada,11e81bd0-ec63-dcf2-adfa-a0369fe50396
JoJo,efb2a1fa-c5fc-11e8-a38c-549f35141000
EAZI,c8329960-de3b-436b-951b-7ca670be7d95
Kacha,1dd76cf9-72d5-40eb-80a8-a4307bf8c9d0
Beverly,11e81bba-c0e2-3bf2-8901-a0369fe50396
Roxy Rosa,3524b61a-9f1e-11e9-b284-549f35161576
Hu Wei Na,50d376b0-220c-11e9-b427-00163ec5a2fb
Asian Doll,11e83fea-ffeb-f0f0-ac0d-a0369fe50396
Doss,11e81bc8-3323-8fc4-8da2-a0369fe50396
Maliibu Miitch,11e81bd1-33db-3a94-a04b-a0369fe50396
Litty,324feb1a-fd55-4062-b943-70304c4829cb
MzVee,11e81bbf-d20d-c144-b91b-a0369fe50396
BAVA,c953efb4-a2e3-4235-82a1-4aafb7cd4c8c
MC Soffia,11e81bbf-2c7b-5f20-81d9-a0369fe50396
Jayahadadream,4b4dcc54-0307-11ea-a985-801844edfa71
Kayliah,11e81bc2-f17f-a7ec-947a-a0369fe50396
V. Rose,11e81bd2-a6c0-3b30-8c2e-a0369fe50396
Ruthie Ann Miles,11e81bc1-c49c-2e86-915c-a0369fe50396
SixSaidIt,51b3b524-e46b-4241-920e-cb780eced712
DETO BLACK,e18ffab7-ac22-443e-ad29-ef19f7130f52
Douniah,80635456-5211-11e9-9427-e4434b16cb7a
Lady Sovereign,11e81bba-a6de-354e-9cb2-a0369fe50396
Danay Suárez,11e81bbb-4104-4dc0-a320-a0369fe50396
NINEONE赵馨玥,fd353d9a-c0e4-11e9-b8ed-549f35161576
Riya,11e81bd3-4c2c-b4ae-b060-a0369fe50396
Juste Shani,6f18eba2-1b25-11e9-a119-549f35161576
Dounia,11e81bc7-e381-546a-8e5f-a0369fe50396
Shannon,11e81bca-32f7-081c-aa8c-a0369fe50396
Monica Geuze,11e83fe3-19a0-eeb8-ac70-a0369fe50396
Eunique,11e81bbe-572e-1a74-97a5-a0369fe50396
Pixie Davies,23623400-f200-11e8-a819-549f35161576
Saba Azad,11e81bc1-bc01-7d6c-9299-a0369fe50396
Deborah Offenhauser,f6288208-b8ef-11e8-a58e-525400009efb
Daniela Garsal,493d00cf-5efc-4900-9f4a-689948638ed4
La Goony Chonga,11e81bbe-5044-2f14-bb43-a0369fe50396
Janet Redger,1a1c1c0d-f353-4086-bbce-7d16e80b1840
Kathy Najimy,152c9b77-748a-47b0-ba2d-63a16b1c8080
Dianna Lopez,cfc1f906-b7f4-11e8-9970-525400009efb
Baghira,11e81bc8-ab7a-f4a8-9aa6-a0369fe50396
Marzz,d60e3039-b9b4-42d1-be9b-8d674f493b7e
Vk,c603581c-2bbf-11e9-abfa-801844edfa71
Morena,11e81bc1-c638-8762-bb22-a0369fe50396
La Chat,11e81bc0-45c1-eb1a-931b-a0369fe50396
Soo Wincci,11e83fe3-cfc0-53a0-965d-a0369fe50396
YUNHWAY,2b10b79a-c49b-11e8-a3ce-525400009efb
Sherry Finzer,11e83fe7-cf91-f466-8fb4-aa1c026db3d8
FEMI ONE,76cb58c6-a7ac-11e9-8dd8-549f35161576
Priscillia,11e81bc2-1fb9-af82-a93e-a0369fe50396
blackwinterwells,6d75760a-ff80-11e8-abe5-549f35161576
Jessica Gallo,cd82bebe-853a-11e9-a4b0-00163ec5a2fb
Reichi,fe04bfd4-fb9b-11e8-b5fa-549f35161576
Rosemary Ashe,600f7266-c643-11e8-a08f-549f35141000
Mariahlynn,db5d4cfe-b8d8-11e8-b5ba-525400009efb
Melvin Ayala,11e83fe1-28b8-21fc-abc8-aa1c026db3d8
VELVETEARS,11e83fec-2845-415e-a043-aa1c026db3d8
葛城リーリヤ,b506616e-e36d-4b11-8ac0-c0a909628d82
Di'ja,11e81bbd-ccc9-10fa-a1ab-a0369fe50396
Sini Sabotage,11e81bc7-ea4a-79b6-a462-a0369fe50396
Bea Pelea,11e86340-01db-b36e-ba76-a0369fe50396
Boss,11e81bc1-06aa-d03a-8dc5-a0369fe50396
Brunette,1be9d1a2-c437-11e8-b59a-525400009efb
"Sarah, the Illstrumentalist",11e83fee-deb4-d074-bdc3-a0369fe50396
Vita,11e81bbe-a7a7-93a4-8b01-a0369fe50396
Cass,11e81bca-e7e5-81f4-99b4-a0369fe50396
Sara Socas,e850a92e-fd38-11e9-aded-549f35141000
Een Glish,fb0f55fa-c473-11e8-a91d-525400009efb
Tish Hyman,11e81bc0-d45f-411a-b3b6-a0369fe50396
Charlu,d3447046-713b-4458-aee6-e94cd720561c
BXKS,9f104884-6c59-11e9-a5e9-00163ec5a2fb
Kym Sims,11e81bce-0d13-a4d0-96f3-a0369fe50396
OMB Bloodbath,06f5ece4-c1e0-11e8-8bba-525400009efb
Berry,20a14b14-6805-4c6d-8822-90e4ff10345d
Bbyafricka,11e83fee-5ec6-302e-a2f5-a0369fe50396
LAÏ,aeded860-ccad-466f-8cf0-387f1c338394
Heather B,11e81bbf-d1f7-0daa-a4ae-a0369fe50396
Cuban Doll,11e81bd0-e7b5-17de-83fb-a0369fe50396
Lauren Mason,11e81bc0-8e24-9768-8fa4-a0369fe50396
Sorry X,e6818a30-1023-11e9-abe1-549f35161576
Nia,11e83fe9-f5c2-6664-9f78-a0369fe50396
Pauline,11e81bcb-3001-56f2-9707-a0369fe50396
Ramonzin,11e83fe1-68dc-643c-b6fd-aa1c026db3d8
Laurence Nerbonne,11e81bc6-70ed-b25a-a35e-a0369fe50396
Gery-Nikol,11e83fe3-38d7-6e06-9e2d-aa1c026db3d8
Aura BAE,8eec8b83-5e3d-4131-bc04-03e122955acb
Chantel Jeffries,11e86322-51ca-64ba-96a7-a0369fe50396
Ashley,20c567ce-cf68-4dab-b1fc-22bc4e397e6c
pastels,278c8a22-fb0a-11e8-8bbe-00163ec5a2fb
Anita Hopt,52dd75fc-c1bb-11e8-89af-525400009efb
Ssaru,5e8fdbe2-4784-11ea-a183-549f35161576
v i v,10bfd98b-b399-480b-b25b-ce1d664d6191
Nadia Nakai,11e81bd0-e7ad-f774-8ab4-a0369fe50396
LightSkinKeisha,11e83fee-7358-029c-b982-aa1c026db3d8
Karun,11e83fe3-c5ca-aa3a-be94-aa1c026db3d8
Georgia Anne Muldrow,11e81bba-4d61-280a-80e8-a0369fe50396
Backxwash,f424ba6c-faf3-11e8-83d0-549f35161576
akiko,11e81bca-1573-276c-9ea0-a0369fe50396
Asha Elia,93af3692-c256-11e8-8590-525400009efb
Sol ChYld,41e0fc72-ec55-11e9-975b-549f35141000
Ghetto Queen,67e78e93-90f2-49b9-9353-f99a1fedc34f
Mariatu Kanneh-Mason,91f17542-a920-47be-b596-6703877fa762
Lightflower,7a1bbda5-e3c5-4b2d-b9d4-d7b7e17f7528
Renata Flores,bcc54be2-c487-11e8-a299-525400009efb
倉本千奈,77a7134d-04e3-4735-ad13-bebae10669df
Rye Rye,11e81bce-c019-b0ce-b293-a0369fe50396
Julie Hanney,5f4ef970-b10f-11e9-aba2-e4434b2a4898
bbymutha,11e83fe3-42f0-62c6-b85c-aa1c026db3d8
YonYon,c6ea952a-b8e1-11e8-a764-525400009efb
RADA,93294a3e-82a7-11e9-a96b-e4434b16cb7a
FEMI,8e480dc6-d3b0-11e8-944f-549f35161576
DellaXOZ,5752901c-9e99-4206-b1be-80af6616a442
Sophie Pecora,11e83fee-0163-266c-92f0-a0369fe50396
Sidi,11e81bbc-75ef-6e56-b15a-a0369fe50396
Catalyna,4b909760-c1c6-11e8-8113-525400009efb
Jocelyn Hagen,23eb3c0e-d9ba-11e8-8b6b-549f35141000
5hy,89b9e0ca-7111-4383-9d6e-89ce59ec1aa3
Carey Mulligan,11e81bc7-b215-4dc8-b779-a0369fe50396
Suboi,11e81bc9-db6c-19c0-a86b-a0369fe50396
Blu,c660c28b-d7d3-466f-8398-2de6eaefd613
Angelcy,fe12004c-ea82-11e8-bd67-549f35161576
Unaloon,11e83fee-de66-3734-b911-aa1c026db3d8
Changeline,09ccb640-f730-4f42-9cc0-13a10a3ed024
Ayben,11e81bc9-49e4-65d4-a597-a0369fe50396
Jama,993124b6-2370-4212-9fc7-48b2d144644c
5Leaf,b764cdb3-1fd5-48d2-8ef9-9bf777de4df2
Vel Nine,11e83fe3-3784-1b4e-889d-a0369fe50396
DEELA,0ae30f98-d718-49b0-aeb4-b0c11545863a
K-Leah,11e81bbe-238b-d0da-b5a6-a0369fe50396
Mirasia,3c087f72-843d-4541-a537-9ec934ffe98b
Jean Grae,11e81bcd-5744-eef2-ad72-a0369fe50396
Lisette Melendez,11e81bc6-dc29-abd2-adc0-a0369fe50396
Lonnie Gordon,11e81bbe-6f78-cf84-9741-a0369fe50396
Hanna Ekström,11e81bbe-5fd8-2408-83e3-a0369fe50396
775,23f62244-4716-11e9-8a7d-e4434b2a489b
Kaitlyn Dever,32df06ab-1e7d-4ac4-a69d-4dac769c5dfe
Dalia,8fe54d0e-16af-11ea-80af-801844edfa71
Lady Paradox,11e81bc1-cfb0-abbc-b6de-a0369fe50396
haki donzo,a636d567-e8b1-4ac2-8aee-efd6ceab7953
Cent,68b1d2b8-120c-11ea-a17f-549f35161576
Anushka,11e81bbd-779e-5658-bb6b-a0369fe50396
Pap Chanel,11e88ac0-be7e-036c-a71f-c81f66c9b203
IzaBeats,9365c942-c2d9-48af-9a16-4fd395e3b316
Aija Alsiņa,11e81bbb-5876-7848-9efe-a0369fe50396
Eliott,11e81bc7-2bae-1b3e-98a5-a0369fe50396
Nashy-Nashai,10f94b46-6271-404e-b6b5-486fa232bb31
Anna Dager,8acd79c9-83d1-49da-bc90-e898db14b971
Miss Kaninna,0d67baa3-08de-4c0f-adfd-938c5581549e
Rebeca Lane,11e81bc1-0a2c-5670-8872-a0369fe50396
Chinese Kitty,11e83fee-1d6a-c7a2-ba42-aa1c026db3d8
Charlize,e50fc329-b083-468d-9065-22a216690359
Ava Joe,b9249291-0114-4833-ac7a-d037dd72bab9
Ruby Ibarra,11e81bbd-beec-06f4-9c9a-a0369fe50396
I Am Aisha,11e81bbe-86d4-a16c-881a-a0369fe50396
Prima,11e83fee-e035-0bf8-afda-aa1c026db3d8
Acidgvrl,f9e05053-5576-4db0-837d-595a5efe7055
Mhyre,11e81bcc-eeb3-46a4-b7db-a0369fe50396
DEVAURA,bd483bf0-6274-4221-a97f-eb1fab162a0c
CHAII,563de67a-3a72-11e9-bb79-549f35141000
Lil Corey,11e81bc0-8423-6226-95a7-a0369fe50396
Lianne Steeman,858aad5d-b012-4689-ae24-fb434ee77541
Clara Hill,11e81bbc-2b49-991c-8c97-a0369fe50396
Reeza,fa8a156a-b8d0-11e8-ae37-525400009efb
Elanur,db0df112-c580-11e9-9ba0-549f35141000
G.L.A.M.,11e83feb-dd6d-cb06-a3cf-aa1c026db3d8
Brazen Barbie,868a46e7-4e5e-4686-add6-13d4690ae202
Stella Mwangi,11e81bcc-fa46-f2ea-bddf-a0369fe50396
Zinée,bdaaaf12-c3b9-4d5f-a1b4-2da37d0bbbb6
heleenyum,1a86f634-8818-4de8-8df1-5b40b01a9042
Gavlyn,11e81bc0-18c6-f588-bd27-a0369fe50396
Indy,40f28d9d-2501-4544-a336-4747923adc97
DAVINHOR,dab305fa-b8e7-11e8-94ea-525400009efb
Alaska,11e81bce-5c09-b82c-8c3e-a0369fe50396
Young Deenay,11e81bbb-12f4-fcc2-9297-a0369fe50396
Ivy Sole,11e81bd1-4227-00c4-beb8-a0369fe50396
Le JUIICE,3ee0cb30-f483-11e8-97ad-549f35161576
Barkaa,05a77a3c-9e88-4fc2-9186-db017f58c4b1
LUISA,607152ae-ff89-11e8-9342-00163ec5a2fb
Fifi Cooper,11e81bce-2005-b236-a7c6-a0369fe50396
WondaGurl,11e81bd0-9f65-a43a-9e4c-a0369fe50396
SALIMATA,18914d9a-058b-4a39-8010-f89f73bbe700
Bad Snacks,aea869de-c24a-11e8-b714-525400009efb
Ash-B,8fbc7930-c26c-11e8-8836-525400009efb
SPOOK,e4cc2824-72ad-4235-9c8e-234364c7f00e
c e c e l i e,703e9b8e-35a7-455d-aaa0-192669051701
SINI YASEMIN,11e83fe7-3865-a07e-acc4-aa1c026db3d8
Mina Knock,11e83fe1-819f-d846-a9a3-aa1c026db3d8
Rohangiz Yachmi,f09c282e-c643-11e8-9b2f-549f35141000
Alex Bruce,e96bb060-f58c-11e8-b527-549f35161576
Kyra Tantao,65eff440-d8c3-4843-ae88-ba1e40bfc8e3
AMY MIYÚ,11e83fee-b493-aae0-afe4-aa1c026db3d8
Quasar,11e83fe2-ca9a-8ef0-9fd5-a0369fe50396
Arisu,4ca43dc7-ea37-4ac0-a6d1-2ecdd4a58c0d
lost.mindd,28b38176-abb2-491e-aed9-7122db6da605
Silvana Imam,11e81bd2-399a-f77a-bdbd-a0369fe50396
Flo,11e81bcd-b274-7496-8de3-a0369fe50396
Nocera,11e81bca-5955-d06a-9b56-a0369fe50396
"The Last Artful, Dodgr",11e81bd1-f000-d936-a022-a0369fe50396
Dakillah,11e83fec-9010-b7b4-acb7-aa1c026db3d8
Dope Saint Jude,11e81bbd-1291-d488-86e7-a0369fe50396
Gata Cattana,11e81bd0-506a-8da0-a27d-a0369fe50396
Terr,11e81bd2-7c6a-6360-bfcd-a0369fe50396
INKA,2b8baa94-50d7-11ea-818f-e4434b2a4898
Lily Mołczanow,29006415-e975-4e5a-9c16-beb416977000
Lumaraa,11e81bcc-904d-c0a8-922d-a0369fe50396
Lil Debbie,11e81bc9-81b5-26f6-ab90-a0369fe50396
Anier,11e83fed-7360-7b08-bba9-a0369fe50396
Pixx,11e81bcd-5ea7-4316-aeb8-a0369fe50396
Jinny,11e81bba-48e3-41a0-b6bc-a0369fe50396
Dimples D.,11e81bcc-c713-57ce-8e71-a0369fe50396
Anna Trümner,11e83feb-beee-1f0a-bcef-aa1c026db3d8
Linda Pira,11e81bcd-8c6c-1b6e-b806-a0369fe50396
Lebra Jolie,79e79144-de82-11e8-8fe5-549f35141000
Vayda,026c03a7-9719-4641-bd68-7847632427fc
Toya,11e81bc2-d18d-7a9a-a51a-a0369fe50396
Hippo Dreams,17b4e5ac-fab9-48fc-b4a9-34105f9299d9
JessB,11e83feb-eb9d-6af6-9b0d-aa1c026db3d8
Main Costa,7a8ac4b8-de82-11e8-803f-549f35141000
Biondo,11e83fe6-c2c8-1388-b197-aa1c026db3d8
Felukah,e1e81d4a-f011-11e8-a20d-549f35161576
Tomasa del Real,11e81bd2-85a7-d05c-b9c8-a0369fe50396
24hoursav,8f02620c-39c9-4b9f-88f7-eedee311886c
Sarita Lorena,ca137b32-d442-11e8-ab33-549f35141000
Karolina Czarnecka,11e83fe0-e39a-70ca-adea-aa1c026db3d8
Mimi Mercedez,11e83fea-5771-e0f6-a908-a0369fe50396
Drummatix,11e83fe5-afce-abf8-b224-aa1c026db3d8
Suppra,b089bb31-f533-4c20-85f0-262c0d5077e6
Flora 040,261f7949-8b4a-4e92-aa03-524a59cfe333
Avera,11e81bca-caaa-089e-824f-a0369fe50396
Iza Sabino,6a33ac46-36c1-11e9-b9a9-549f35141000
Ly Raine,8f12c316-c656-11e8-8c76-549f35161576
Yeico,31664880-8b3e-4b3b-b7c4-a37408665424
Steff la Cheffe,11e81bd1-edc7-d7be-aa78-a0369fe50396
Kayla Rae,2d2f267e-c3c4-11e8-9368-525400009efb
Nieto666,92bcaf9e-593c-11e9-8ba9-e4434b16cb7a
Molly McPhaul,3cd46cca-1f64-4902-9f3a-45f752b33793
