Artist,Artist country,Artist genres,Artist sub genres,Artist uuid,Artist url,Career stage,Growth level,Gender,Type,Birth date,First release,Latest release,Total ISRC,Latest concert,Total concerts (last 3y),Upcoming concert,Soundcharts score Total,Soundcharts score Change, Soundcharts score Change %,Spotify followers Total,Spotify followers Change,Spotify followers Change %,Spotify monthly listeners Total,Spotify monthly listeners Change,Spotify monthly listeners Change %,Spotify popularity Total,Spotify popularity Change,Spotify popularity Change %,Tidal popularity Total,Tidal popularity Change,Tidal popularity Change %,YouTube subscribers Total,YouTube subscribers Change,YouTube subscribers Change %,YouTube daily views Total,YouTube daily views Change,YouTube daily views Change %,Youtube channel views Total,Youtube channel views Change,Youtube channel views Change %,Youtube posts,Youtube posts Change,Youtube posts Change %,Instagram followers Total,Instagram followers Change,Instagram followers Change %,Instagram posts Total,Instagram posts Change,Instagram posts Change %,Instagram following Total,Instagram following Change,Instagram following Change %,TikTok followers Total,TikTok followers Change,TikTok followers Change %,Tiktok likes Total,Tiktok likes Change,Tiktok likes Change %,Tiktok following Total,Tiktok following Change,Tiktok following Change %,Airplay plays Total,Airplay plays Change,Airplay plays Change %,Pandora monthly listeners Total,Pandora monthly listeners Change,Pandora monthly listeners Change %,Deezer fans Total,Deezer fans Change,Deezer fans Change %,Deezer popularity Total,Deezer popularity Change,Deezer popularity Change %,Amazon followers Total,Amazon followers Change,Amazon followers Change %,Facebook likes Total,Facebook likes Change,Facebook likes Change %,X followers Total,X followers Change,X followers Change %,X likes Total,X likes Change,X likes Change %,X posts Total,X posts Change,X posts Change %,X following Total,X following Change,X following Change %,Soundcloud followers Total,Soundcloud followers Change,Soundcloud followers Change %,Soundcloud posts Total,Soundcloud posts Change,Soundcloud posts Change %,Soundcloud following Total,Soundcloud following Change,Soundcloud following Change %,Songkick Fans Total,Songkick Fans Change,Songkick Fans Change %,Bandsintown followers Total,Bandsintown followers Change,Bandsintown followers Change %,Genius followers Total,Genius followers Change,Genius followers Change %,Netease followers Total,Netease followers Change,Netease followers Change %,Kkbox followers Total,Kkbox followers Change,Kkbox followers Change %,Weibo followers Total,Weibo followers Change,Weibo followers Change %,Weibo likes Total,Weibo likes Change,Weibo likes Change %,Weibo posts Total,Weibo posts Change,Weibo posts Change %,Weibo following Total,Weibo following Change,Weibo following Change %,Anghami followers Total,Anghami followers Change,Anghami followers Change %,Anghami plays Total,Anghami plays Change,Anghami plays Change %,Boomplay favorites Total,Boomplay favorites Change,Boomplay favorites Change %,Audiomack followers Total,Audiomack followers Change,Audiomack followers Change %,Audiomack plays Total,Audiomack plays Change,Audiomack plays Change %,Gaana favorites Total,Gaana favorites Change,Gaana favorites Change %,Jiosaavn followers Total,Jiosaavn followers Change,Jiosaavn followers Change %,Jiosaavn listeners Total,Jiosaavn listeners Change,Jiosaavn listeners Change %,Line music followers Total,Line music followers Change,Line music followers Change %,Melon Likes Total,Melon Likes Change,Melon Likes Change %,QQ Music Fans Total,QQ Music Fans Change,QQ Music Fans Change %,Yandex followers Total,Yandex followers Change,Yandex followers Change %,Yandex monthly listeners Total,Yandex monthly listeners Change,Yandex monthly listeners Change %,Vk fans Total,Vk fans Change,Vk fans Change %,Mixcloud followers Total,Mixcloud followers Change,Mixcloud followers Change %,Mixcloud following Total,Mixcloud following Change,Mixcloud following Change %,Twitch followers Total,Twitch followers Change,Twitch followers Change %,Last.fm listeners Total,Last.fm listeners Change,Last.fm listeners Change %,Patreon followers Total,Patreon followers Change,Patreon followers Change %,Patreon posts Total,Patreon posts Change,Patreon posts Change %,Unnamed: 188,Artist_Type,spotify_id,instagram_url,instagram_handle,tiktok_url,tiktok_handle,youtube_url,youtube_channel_id,soundcloud_url,soundcloud_handle,twitter_url,twitter_handle,facebook_url,website_url,lookup_status
Stush,United Kingdom,"Electro, Hip Hop, R&B, European","Electronic, Hip-Hop/Rap, uk funky, uk garage, uk dancehall",11e81bbc-e646-a5fc-9587-a0369fe50396,https://app.soundcharts.com/app/artist/stush/overview,long_tail,average_growth,female,person,,1/1/07,11/28/25,107,2/15/20,0,1/12/26,46243,243,0.53,4080.0,199.0,5.13,120258,-9426,-7.27,38,0,0.0,36.0,0.0,0.0,145.0,1.0,0.69,,,,31529.0,635.0,2.06,11.0,0.0,0.0,10115.0,578.0,6.06,66.0,2.0,3.13,1063.0,19.0,1.82,0.0,0.0,0.0,,,,,,,1349.0,-36.0,-2.6,,,,152.0,1.0,0.66,27.0,5.0,22.73,25.0,0.0,0.0,1811.0,-1.0,-0.06,1878.0,-3.0,-0.16,2217.0,-2.0,-0.09,3341.0,0.0,0.0,605.0,-1.0,-0.17,436.0,1.0,0.23,6.0,0.0,0.0,44.0,0.0,0.0,4399.0,15.0,0.34,1795.0,18.0,1.01,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,41.0,0.0,0.0,76.0,0.0,0.0,4190.0,0.0,0.0,,,,1084.0,0.0,0.0,386.0,0.0,0.0,,,,,,,,,,,,,,,3lR9sktAKCI2eJeTEHBcTT,https://www.instagram.com/stush/,stush,https://www.tiktok.com/@stush,stush,https://www.youtube.com/@stush,,https://soundcloud.com/stushuk,stushuk,https://twitter.com/stush,stush,,,"spotify,soundcloud"
atlas,United States,"Hip Hop, Electro, Pop","Hip-Hop/Rap, lo-fi beats, social media pop, lo-fi rap, contemporary hip hop, hip hop",11e83fec-7798-f034-9fce-a0369fe50396,https://app.soundcharts.com/app/artist/atlas-29/overview,mid_level,average_growth,female,person,,7/9/06,12/12/25,170,1/12/26,0,1/12/26,54342,342,0.63,161606.0,171.0,0.11,119735,-7540,-5.92,43,1,2.38,51.0,0.0,0.0,107000.0,0.0,0.0,,,,16195376.0,16422.0,0.1,90.0,0.0,0.0,1063.0,-4.0,-0.37,,,,,,,,,,,,,,,,45.0,2.0,4.65,,,,4673.0,1.0,0.02,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,145525.0,-17.0,-0.01,173.0,0.0,0.0,787.0,0.0,0.0,,,,,,,338.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,28.0,0.0,0.0,55.0,1.0,1.85,2898.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,395RUhnuJcbFdgp6nYZsih,https://www.instagram.com/atlas/,atlas,https://www.tiktok.com/@atlas,atlas,https://www.youtube.com/@atlas,,https://soundcloud.com/atlas,atlas,https://twitter.com/atlas,atlas,,,"spotify,soundcloud"
Bïa,United States,"Hip Hop, Latin","Hip-Hop/Rap, Latin",11e81bba-c94d-16c2-b8da-a0369fe50396,https://app.soundcharts.com/app/artist/bia-1/overview,mid_level,average_growth,female,person,1/1/67,8/31/97,11/14/25,290,10/9/24,41,1/12/26,51034,34,0.07,16059.0,162.0,1.02,119518,-16740,-12.29,39,-1,-2.5,30.0,0.0,0.0,2760.0,20.0,0.73,,,,1006677.0,10037.0,1.01,9.0,0.0,0.0,1388.0,15.0,1.09,59.0,0.0,0.0,131.0,1.0,0.77,,,,,,,,,,454.0,0.0,0.0,,,,6811.0,121.0,1.81,32.0,0.0,0.0,99.0,8.0,8.79,0.0,0.0,0.0,,,,,,,,,,,,,231.0,-1.0,-0.43,185.0,0.0,0.0,,,,191301.0,57.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,46.0,0.0,0.0,221.0,0.0,0.0,190.0,3.0,1.6,10734.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,71Q7jmvxx7g06qlWNEU45p,https://www.instagram.com/bÿa/,bÿa,https://www.tiktok.com/@bÿa,bÿa,https://www.youtube.com/@bÿa,,,,https://twitter.com/bÿa,bÿa,,,spotify
Monie Love,United Kingdom,Hip Hop,"Hip-Hop/Rap, hip house, golden age hip hop, old school uk hip hop",11e81bcd-0731-23ae-9564-a0369fe50396,https://app.soundcharts.com/app/artist/monie-love/overview,long_tail,average_growth,female,person,7/2/70,11/7/89,12/5/25,115,1/12/26,0,1/12/26,16750,1750,11.67,34179.0,545.0,1.62,119311,720,0.61,36,0,0.0,0.0,0.0,0.0,,,,3882.0,673.0,20.97,,,,,,,,,,,,,,,,,,,,,,,,,1999.0,224.0,12.62,1140.0,-637.0,-35.85,1328.0,24.0,1.84,31.0,4.0,14.81,664.0,37.0,5.9,,,,,,,,,,,,,,,,298.0,6.0,2.05,39.0,0.0,0.0,,,,,,,5525.0,66.0,1.21,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,67.0,0.0,0.0,4471.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,0.0,102.0,0.0,0.0,57.0,1.0,1.79,752.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,7dupCiguCFkYZRisA3foPu,https://www.instagram.com/monielove/,monielove,https://www.tiktok.com/@monielove,monielove,https://www.youtube.com/@monielove,,https://soundcloud.com/monie-love-official,monie-love-official,https://twitter.com/monielove,monielove,,,"spotify,soundcloud"
Nara,Indonesia,Hip Hop,indonesian trap,13252153-ef72-477b-bd1e-d4c4970ee860,https://app.soundcharts.com/app/artist/nara-52/overview,long_tail,average_growth,female,person,,3/31/19,8/22/25,22,1/12/26,0,1/12/26,11374,3374,42.18,8724.0,714.0,8.91,118970,12109,11.33,38,1,2.7,,,,36.0,0.0,0.0,,,,409301.0,0.0,0.0,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,1.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,25261.0,403.0,1.62,,,,,,,,,64KVQ4YupSZYrGNLduVtj3,https://www.instagram.com/lyricsbynara/,lyricsbynara,https://www.tiktok.com/@lyricsbynara,lyricsbynara,https://www.youtube.com/@lyricsbynara,,https://soundcloud.com/nara-850209690,nara-850209690,https://twitter.com/nara,nara,https://www.facebook.com/lyricsbynara,,"spotify,soundcloud+musicbrainz"
Jvcki Wai,South Korea,"Hip Hop, Pop, R&B","k-rap, K-Pop, korean r&b, hip hop, trap",11e83fe9-c119-9428-b054-aa1c026db3d8,https://app.soundcharts.com/app/artist/jvcki-wai/overview,mid_level,average_growth,female,person,7/5/96,6/14/16,7/1/25,81,1/12/26,0,1/12/26,49755,755,1.54,113378.0,171.0,0.15,118902,-6686,-5.32,41,1,2.5,41.0,0.0,0.0,31600.0,0.0,0.0,40416.0,-7250.0,-15.21,80286165.0,812174.0,1.02,5.0,0.0,0.0,197004.0,-985.0,-0.5,0.0,-1.0,0.0,0.0,0.0,0.0,7209.0,12.0,0.17,1.0,0.0,100.0,1.0,0.0,100.0,29.0,2.0,7.41,3.0,-1.0,-25.0,8493.0,37.0,0.44,19.0,1.0,5.56,386.0,1.0,0.26,9074.0,-17.0,-0.19,2404.0,-2.0,-0.08,,,,34.0,0.0,0.0,,,,57066.0,-2.0,0.0,18.0,0.0,0.0,88.0,0.0,0.0,,,,970.0,0.0,0.0,28.0,0.0,0.0,,,,120.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.0,2.0,0.22,,,,17277.0,8.0,0.05,701.0,11.0,1.59,2361.0,0.0,0.0,,,,,,,,,,,,,58529.0,447.0,0.77,,,,,,,,,4bjcB3ZKiHgPzJvY2S2FLN,https://www.instagram.com/jvckiwai/,jvckiwai,https://www.tiktok.com/@jvckiwai,jvckiwai,https://www.youtube.com/@jvckiwai,,https://soundcloud.com/jvckiwai,jvckiwai,https://twitter.com/Jvcki_Wai,Jvcki_Wai,https://www.facebook.com/jvckiwai1996,,"spotify,soundcloud+musicbrainz"
Blimes,United States,"R&B, Hip Hop","alternative r&b, Hip-Hop/Rap, contemporary hip hop, hip hop",11e83fee-89d7-ee06-92a4-aa1c026db3d8,https://app.soundcharts.com/app/artist/blimes/overview,long_tail,average_growth,female,person,,9/25/15,11/11/25,99,6/12/25,4,1/12/26,45542,542,1.2,31178.0,1633.0,5.53,118644,3644,3.17,40,1,2.56,38.0,0.0,0.0,40300.0,0.0,0.0,1515.0,387.0,34.31,8642231.0,0.0,0.0,21.0,0.0,0.0,105184.0,22229.0,26.8,147.0,8.0,5.76,7497.0,14.0,0.19,21900.0,800.0,3.79,228200.0,3800.0,1.69,1026.0,12.0,1.18,127.0,-6.0,-4.51,670.0,-31.0,-4.42,967.0,26.0,2.76,29.0,6.0,26.09,374.0,14.0,3.89,89164.0,-172.0,-0.19,,,,,,,,,,,,,5116.0,1.0,0.02,17.0,0.0,0.0,371.0,0.0,0.0,6709.0,21.0,0.31,2637.0,6.0,0.23,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0,0.0,37.0,-1.0,-2.63,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,0vgKrXg0mdruX9v5DQkjQM,https://www.instagram.com/blimes/,blimes,https://www.tiktok.com/@blimes,blimes,https://www.youtube.com/@blimes,,https://soundcloud.com/blimesbrixton,blimesbrixton,https://twitter.com/blimes,blimes,,,"spotify,soundcloud"
Anna Simonetta,Netherlands,"Hip Hop, Classical","contemporary hip hop, chamber music, classical crossover",7cdbceb8-1e84-11ea-a6a1-801844edfa71,https://app.soundcharts.com/app/artist/mirjam-van-den-bos/overview,long_tail,average_growth,female,person,,4/21/17,11/13/25,37,1/12/26,0,1/12/26,37981,981,2.65,2169.0,43.0,2.02,118362,-777,-0.65,41,0,0.0,27.0,0.0,0.0,310.0,-1.0,-0.32,,,,139710.0,5856.0,4.37,23.0,0.0,0.0,597.0,4.0,0.67,136.0,1.0,0.74,330.0,3.0,0.92,4.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,,,,9820.0,5052.0,105.96,15.0,0.0,0.0,13.0,4.0,44.44,,,,474.0,0.0,0.0,27.0,0.0,0.0,8.0,0.0,0.0,45.0,0.0,0.0,37.0,0.0,0.0,14.0,0.0,0.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,278.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6bO9oIiqJAQQJPZJEaNucG,https://www.instagram.com/annasimonetta/,annasimonetta,https://www.tiktok.com/@annasimonetta,annasimonetta,https://www.youtube.com/@annasimonetta,,https://soundcloud.com/annasimonetta-music,annasimonetta-music,https://twitter.com/annasimonetta,annasimonetta,https://www.facebook.com/annasimonettamusic,https://annasimonetta.com/,"spotify,soundcloud+musicbrainz"
Lil Bo Weep,Australia,"Hip Hop, Alternative, Folk","emo rap, Alternative, Singer/Songwriter",11e81bc0-72f3-e7f0-ab4a-a0369fe50396,https://app.soundcharts.com/app/artist/lil-bo-weep/overview,mid_level,average_growth,female,person,1/2/00,9/1/16,5/22/25,105,1/18/20,0,1/12/26,53690,690,1.3,151536.0,729.0,0.48,118139,-8620,-6.8,42,0,0.0,47.0,0.0,0.0,137000.0,0.0,0.0,,,,1834969.0,36481.0,2.03,,,,0.0,0.0,0.0,,,,,,,25800.0,200.0,0.78,138200.0,1100.0,0.8,580.0,0.0,0.0,2.0,1.0,200.0,,,,5158.0,31.0,0.6,26.0,0.0,0.0,876.0,18.0,2.1,,,,,,,,,,,,,,,,46135.0,170.0,0.37,70.0,0.0,0.0,101.0,0.0,0.0,24551.0,-3.0,-0.01,14048.0,109.0,0.78,99.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,674.0,2.0,0.3,113862.0,816.0,0.72,,,,,,,,,,,,,,,,2682.0,4.0,0.15,12459.0,93.0,0.75,485467.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,3eKw7Bys6mA68PSoKxKwR7,https://www.instagram.com/lilboweep/,lilboweep,https://www.tiktok.com/@lilboweep,lilboweep,https://www.youtube.com/@lilboweep,,https://soundcloud.com/lilboweep,lilboweep,https://twitter.com/LILBOWEEP,LILBOWEEP,https://www.facebook.com/LiLBOWEEP,,"spotify,soundcloud+musicbrainz"
Mariska,Finland,"Pop, Others, Electro, Rock, Hip Hop, European","Pop, Worldwide, finnish dance pop, finnish pop, suomi rock, finnish hip hop, iskelma",11e81bba-48f3-edde-b5b0-a0369fe50396,https://app.soundcharts.com/app/artist/mariska/overview,long_tail,average_growth,female,person,2/19/79,5/11/02,3/28/25,156,7/18/25,38,1/12/26,28340,340,1.21,26869.0,126.0,0.47,118038,1768,1.52,43,1,2.38,4.0,0.0,0.0,373.0,1.0,0.27,2682.0,24.0,0.9,276650.0,558.0,0.2,2.0,0.0,0.0,32239.0,-45.0,-0.14,30.0,1.0,3.45,1194.0,9.0,0.76,,,,,,,,,,3162.0,163.0,5.44,7.0,3.0,75.0,2531.0,2.0,0.08,22.0,-3.0,-12.0,12.0,1.0,9.09,21083.0,11.0,0.05,0.0,0.0,0.0,,,,,,,,,,41.0,0.0,0.0,114.0,0.0,0.0,,,,2703.0,6.0,0.22,1944.0,9.0,0.47,3.0,0.0,0.0,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,0.0,0.0,20.0,0.0,0.0,56.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,69grVcN5UQeX34dKNyV1ut,https://www.instagram.com/mariskamusic/,mariskamusic,https://www.tiktok.com/@mariskamusic,mariskamusic,https://www.youtube.com/@mariskamusic,,https://soundcloud.com/marisk_a,marisk_a,https://twitter.com/mariska,mariska,https://www.facebook.com/mariskaofficial,https://mariska.fi/,"spotify,soundcloud+musicbrainz"
ODD MAMI,Argentina,"Hip Hop, R&B, Rock","Hip-Hop/Rap, r&b argentino, rock, contemporary hip hop, hip hop",3eeb773e-a567-11e9-824d-549f35141000,https://app.soundcharts.com/app/artist/odd-mami/overview,long_tail,average_growth,female,person,,6/28/19,11/19/25,49,12/8/23,5,1/12/26,44918,2918,6.95,60906.0,497.0,0.82,117869,-7013,-5.62,41,0,0.0,34.0,10.0,41.67,48300.0,100.0,0.21,,,,7287011.0,74416.0,1.03,46.0,0.0,0.0,,,,,,,,,,18800.0,0.0,0.0,373200.0,5200.0,1.41,367.0,8.0,2.23,8.0,-1.0,-11.11,,,,1173.0,10.0,0.86,19.0,4.0,26.67,121.0,5.0,4.31,,,,30481.0,-41.0,-0.13,29431.0,209.0,0.72,14238.0,12.0,0.08,314.0,-2.0,-0.63,384.0,3.0,0.79,37.0,0.0,0.0,,,,8875.0,31.0,0.35,1739.0,33.0,1.93,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,0.0,0.0,34.0,0.0,0.0,,,,,,,,,,,,,,,,11.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,,,,,,,,,,,,,52622.0,316.0,0.6,,,,,,,,,2Y6AtL4xQFvg8nroRM3ZV6,https://www.instagram.com/oddmami/,oddmami,https://www.tiktok.com/@oddmami,oddmami,https://www.youtube.com/@oddmami,,https://soundcloud.com/oddmami,oddmami,https://twitter.com/oddmami,oddmami,,,"spotify,soundcloud"
Spirit,France,"Electro, Hip Hop, Rock, Jazz, Spirituals, Country, Folk","Dance, Hip-Hop/Rap, art rock, Rock, Jazz, Christian, blues rock, classic rock, progressive rock, country rock, folk rock, symphonic rock, psychedelic rock, electronic, drum & bass",11e81bbc-e6c6-6454-8d26-a0369fe50396,https://app.soundcharts.com/app/artist/spirit-2/overview,long_tail,average_growth,female,group,,1/1/72,12/15/25,2570,1/12/26,0,1/12/26,43725,725,1.69,121605.0,444.0,0.37,117620,-6757,-5.43,37,0,0.0,24.0,0.0,0.0,159.0,1.0,0.63,,,,81608.0,1931.0,2.42,3443.0,36.0,1.06,1891.0,1.0,0.05,147.0,0.0,0.0,295.0,-1.0,-0.34,,,,,,,,,,2319.0,48.0,2.11,,,,22.0,1.0,4.76,16.0,0.0,0.0,2946.0,131.0,4.65,6150.0,-13.0,-0.21,1676.0,-1.0,-0.06,21.0,0.0,0.0,433.0,0.0,0.0,159.0,0.0,0.0,5011.0,0.0,0.0,9.0,0.0,0.0,63.0,0.0,0.0,,,,15763.0,201.0,1.29,4.0,0.0,0.0,,,,2.0,0.0,0.0,,,,,,,,,,,,,22.0,0.0,0.0,463.0,0.0,0.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,100.0,5.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,4MzJMcHQBl9SIYSjwWn8QW,https://www.instagram.com/spirit/,spirit,https://www.tiktok.com/@spirit,spirit,https://www.youtube.com/@spirit,,https://soundcloud.com/spirit-59405,spirit-59405,https://twitter.com/spirit,spirit,,http://www.randycaliforniaandspirit.com/,"spotify,soundcloud+musicbrainz"
Demy,Greece,"Pop, Hip Hop, European","Pop, Hip-Hop/Rap, eurovision, greek pop, laiko, pop, mainstream pop",11e81bc8-a7f1-6ede-99f5-a0369fe50396,https://app.soundcharts.com/app/artist/demy/overview,long_tail,average_growth,female,person,8/21/91,1/1/11,11/5/25,212,1/12/26,0,1/12/26,40400,400,1.0,44260.0,116.0,0.26,116138,4460,3.99,38,0,0.0,21.0,0.0,0.0,62700.0,0.0,0.0,7521.0,-556.0,-6.88,17149590.0,15220.0,0.09,349.0,0.0,0.0,235621.0,324.0,0.14,2093.0,4.0,0.19,903.0,9.0,1.01,55300.0,0.0,0.0,938900.0,5800.0,0.62,49.0,0.0,0.0,688.0,10.0,1.47,,,,1568.0,0.0,0.0,18.0,-1.0,-5.26,76.0,8.0,11.76,107095.0,-52.0,-0.05,1.0,0.0,100.0,1.0,0.0,100.0,,,,3.0,0.0,0.0,707.0,0.0,0.0,414.0,0.0,0.0,,,,,,,1467.0,14.0,0.96,,,,,,,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,-1.0,-2.63,800.0,4.0,0.5,100363.0,0.0,0.0,,,,,,,,,,,,,17128.0,77.0,0.45,,,,,,,,,12muvykhaMY3RlVrJQ2ApM,https://www.instagram.com/demy_official/,demy_official,https://www.tiktok.com/@demy_official,demy_official,https://www.youtube.com/@demy_official,,https://soundcloud.com/l-szl-demj-n,l-szl-demj-n,https://twitter.com/Demy_Official,Demy_Official,https://www.facebook.com/demyofficial,,"spotify,soundcloud+musicbrainz"
Vela,Colombia,Hip Hop,Hip-Hop/Rap,11e81bbd-edf8-2b80-bafc-a0369fe50396,https://app.soundcharts.com/app/artist/vela/overview,long_tail,average_growth,female,person,,1/19/87,12/26/24,118,12/29/24,5,1/12/26,39655,655,1.68,2694.0,64.0,2.43,115610,3862,3.46,34,1,3.03,18.0,0.0,0.0,27200.0,200.0,0.74,,,,16424521.0,368822.0,2.3,164.0,6.0,3.8,1723982.0,9455.0,0.55,367.0,7.0,1.94,276.0,0.0,0.0,573000.0,100.0,0.02,6000000.0,0.0,0.0,28.0,0.0,0.0,118.0,8.0,7.27,,,,,,,,,,39.0,2.0,5.41,284331.0,6104.0,2.19,5570.0,-4.0,-0.07,419.0,0.0,0.0,8950.0,-2.0,-0.02,958.0,-1.0,-0.1,163.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,1037.0,1.0,0.1,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3oNy8cjBtJzLC07I70sklp,https://www.instagram.com/vela_metal/,vela_metal,https://www.tiktok.com/@vela_metal,vela_metal,https://www.youtube.com/@vela_metal,,https://soundcloud.com/nacho-949569646,nacho-949569646,https://twitter.com/vela_metal,vela_metal,https://www.facebook.com/velametalmd,https://www.velametal.com/,"spotify,soundcloud+musicbrainz"
Wa22ermann,Germany,Hip Hop,"Hip-Hop/Rap, contemporary hip hop, hip hop",50e77b54-af95-4465-bbc0-af38499b0652,https://app.soundcharts.com/app/artist/wa22ermann/overview,long_tail,moderate_growth,female,person,1/1/99,10/29/21,11/28/25,36,10/2/25,21,1/12/26,42886,886,2.11,23531.0,205.0,0.88,115400,-47422,-29.13,39,-2,-4.88,35.0,0.0,0.0,4220.0,50.0,1.2,,,,868207.0,36809.0,4.43,24.0,0.0,0.0,28645.0,18.0,0.06,108.0,1.0,0.93,537.0,4.0,0.75,13800.0,-100.0,-0.72,467500.0,900.0,0.19,94.0,-8.0,-7.84,885.0,-33.0,-3.59,,,,883.0,63.0,7.68,32.0,-3.0,-8.57,181.0,2.0,1.12,,,,20.0,0.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,3.0,0.0,0.0,323.0,1.0,0.31,,,,,,,3938.0,41.0,1.05,1760.0,34.0,1.97,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,11764.0,200.0,1.73,,,,,,,,,6WJVluElmUFNEsOl7TPX8X,https://www.instagram.com/wa22ermann/,wa22ermann,https://www.tiktok.com/@wa22ermann,wa22ermann,https://www.youtube.com/@wa22ermann,,https://soundcloud.com/wa22ermann-music,wa22ermann-music,https://twitter.com/wa22ermann,wa22ermann,,,"spotify,soundcloud+musicbrainz"
MFS,Japan,Hip Hop,Hip-Hop/Rap,726bb005-0953-4960-9ee8-e36583d17f12,https://app.soundcharts.com/app/artist/mfs-2/overview,long_tail,average_growth,female,person,,4/1/21,10/17/25,75,1/12/26,0,1/12/26,42273,273,0.65,29319.0,394.0,1.36,115134,-6648,-5.46,44,0,0.0,37.0,0.0,0.0,14300.0,100.0,0.7,,,,4238237.0,88682.0,2.14,68.0,0.0,0.0,,,,,,,,,,17600.0,-100.0,-0.56,221000.0,200.0,0.09,,,,40.0,-3.0,-6.98,82.0,4.0,5.13,436.0,16.0,3.81,19.0,-1.0,-5.0,825.0,20.0,2.48,,,,3936.0,-12.0,-0.3,172.0,-1.0,-0.58,409.0,0.0,0.0,1.0,0.0,100.0,4.0,0.0,0.0,42.0,0.0,0.0,,,,,,,,,,2.0,0.0,0.0,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0,1.0,0.39,198.0,1.0,0.51,138.0,101.0,272.97,,,,,,,,,,,,,,,,,,,,,,,,09JmqY14D3mV8CglLRQLWd,https://www.instagram.com/mfs/,mfs,https://www.tiktok.com/@mfs,mfs,https://www.youtube.com/@mfs,,https://soundcloud.com/mfsdub,mfsdub,https://twitter.com/mfs,mfs,,,"spotify,soundcloud"
